ts,lat,lng,dt_s,dist_m,implied_speed_kmh,is_stale,stale_run,real_gap_s
1773219157000,64.1347526166667,-21.7980143333333,0.0,0.0,0.0,true,25,0
1773219159000,64.1347526166667,-21.7980143333333,2.0,0.0,0.0,true,26,0
1773219163000,64.1353203166667,-21.7932593333333,4.0,239.1,215.2,false,26,53.0
1773219163000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,1,0
1773219165000,64.1353203166667,-21.7932593333333,2.0,0.0,0.0,true,2,0
1773219168000,64.1353203166667,-21.7932593333333,3.0,0.0,0.0,true,3,0
1773219168000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,4,0
1773219168000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,5,0
1773219172000,64.1353203166667,-21.7932593333333,4.0,0.0,0.0,true,6,0
1773219172000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,7,0
1773219177000,64.1353203166667,-21.7932593333333,5.0,0.0,0.0,true,8,0
1773219177000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,9,0
1773219182000,64.1353203166667,-21.7932593333333,5.0,0.0,0.0,true,10,0
1773219184000,64.1353203166667,-21.7932593333333,2.0,0.0,0.0,true,11,0
1773219184000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,12,0
1773219188000,64.1353203166667,-21.7932593333333,4.0,0.0,0.0,true,13,0
1773219188000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,14,0
1773219193000,64.1353203166667,-21.7932593333333,5.0,0.0,0.0,true,15,0
1773219193000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,16,0
1773219193000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,17,0
1773219197000,64.1353203166667,-21.7932593333333,4.0,0.0,0.0,true,18,0
1773219197000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,19,0
1773219202000,64.1353203166667,-21.7932593333333,5.0,0.0,0.0,true,20,0
1773219202000,64.1353203166667,-21.7932593333333,0.0,0.0,0.0,true,21,0
1773219204000,64.1353203166667,-21.7932593333333,2.0,0.0,0.0,true,22,0
1773219208000,64.1376806,-21.7910825,4.0,282.9,254.6,false,22,45.0
1773219208000,64.1376806,-21.7910825,0.0,0.0,0.0,true,1,0
1773219213000,64.1376806,-21.7910825,5.0,0.0,0.0,true,2,0
1773219213000,64.1376806,-21.7910825,0.0,0.0,0.0,true,3,0
1773219217000,64.1376806,-21.7910825,4.0,0.0,0.0,true,4,0
1773219217000,64.1376806,-21.7910825,0.0,0.0,0.0,true,5,0
1773219219000,64.1376806,-21.7910825,2.0,0.0,0.0,true,6,0
1773219224000,64.1376806,-21.7910825,5.0,0.0,0.0,true,7,0
1773219224000,64.1376806,-21.7910825,0.0,0.0,0.0,true,8,0
1773219224000,64.1376806,-21.7910825,0.0,0.0,0.0,true,9,0
1773219228000,64.1391780833333,-21.7893108333333,4.0,187.4,168.6,false,9,20.0
1773219228000,64.1391780833333,-21.7893108333333,0.0,0.0,0.0,true,1,0
1773219232000,64.1391780833333,-21.7893108333333,4.0,0.0,0.0,true,2,0
1773219234000,64.1391780833333,-21.7893108333333,2.0,0.0,0.0,true,3,0
1773219234000,64.1391780833333,-21.7893108333333,0.0,0.0,0.0,true,4,0
1773219237000,64.1391780833333,-21.7893108333333,3.0,0.0,0.0,true,5,0
1773219237000,64.1391780833333,-21.7893108333333,0.0,0.0,0.0,true,6,0
1773219239000,64.1391780833333,-21.7893108333333,2.0,0.0,0.0,true,7,0
1773219243000,64.1391780833333,-21.7893108333333,4.0,0.0,0.0,true,8,0
1773219243000,64.1391780833333,-21.7893108333333,0.0,0.0,0.0,true,9,0
1773219248000,64.1391780833333,-21.7893108333333,5.0,0.0,0.0,true,10,0
1773219248000,64.1391780833333,-21.7893108333333,0.0,0.0,0.0,true,11,0
1773219252000,64.1393053333333,-21.7846658333333,4.0,225.7,203.2,false,11,24.0
1773219254000,64.1393053333333,-21.7846658333333,2.0,0.0,0.0,true,1,0
1773219258000,64.1393053333333,-21.7846658333333,4.0,0.0,0.0,true,2,0
1773219258000,64.1393053333333,-21.7846658333333,0.0,0.0,0.0,true,3,0
1773219258000,64.1393053333333,-21.7846658333333,0.0,0.0,0.0,true,4,0
1773219261000,64.1393053333333,-21.7846658333333,3.0,0.0,0.0,true,5,0
1773219264000,64.1393053333333,-21.7846658333333,3.0,0.0,0.0,true,6,0
1773219266000,64.1393053333333,-21.7846658333333,2.0,0.0,0.0,true,7,0
1773219266000,64.1393053333333,-21.7846658333333,0.0,0.0,0.0,true,8,0
1773219266000,64.1393053333333,-21.7846658333333,0.0,0.0,0.0,true,9,0
1773219270000,64.1396335333333,-21.7803085,4.0,214.5,193.0,false,9,18.0
1773219275000,64.1396335333333,-21.7803085,5.0,0.0,0.0,true,1,0
1773219275000,64.1396335333333,-21.7803085,0.0,0.0,0.0,true,2,0
1773219275000,64.1396335333333,-21.7803085,0.0,0.0,0.0,true,3,0
1773219281000,64.1396335333333,-21.7803085,6.0,0.0,0.0,true,4,0
1773219281000,64.1396335333333,-21.7803085,0.0,0.0,0.0,true,5,0
1773219285000,64.1396335333333,-21.7803085,4.0,0.0,0.0,true,6,0
1773219285000,64.1396335333333,-21.7803085,0.0,0.0,0.0,true,7,0
1773219288000,64.1396335333333,-21.7803085,3.0,0.0,0.0,true,8,0
1773219290000,64.1396335333333,-21.7803085,2.0,0.0,0.0,true,9,0
1773219290000,64.1396335333333,-21.7803085,0.0,0.0,0.0,true,10,0
1773219294000,64.1386535833333,-21.7767566666667,4.0,203.8,183.5,false,10,24.0
1773219294000,64.1386535833333,-21.7767566666667,0.0,0.0,0.0,true,1,0
1773219298000,64.1386535833333,-21.7767566666667,4.0,0.0,0.0,true,2,0
1773219298000,64.1386535833333,-21.7767566666667,0.0,0.0,0.0,true,3,0
1773219303000,64.1382090166667,-21.774218,5.0,132.7,95.5,false,3,9.0
1773219303000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,1,0
1773219307000,64.1382090166667,-21.774218,4.0,0.0,0.0,true,2,0
1773219307000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,3,0
1773219310000,64.1382090166667,-21.774218,3.0,0.0,0.0,true,4,0
1773219310000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,5,0
1773219313000,64.1382090166667,-21.774218,3.0,0.0,0.0,true,6,0
1773219313000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,7,0
1773219316000,64.1382090166667,-21.774218,3.0,0.0,0.0,true,8,0
1773219319000,64.1382090166667,-21.774218,3.0,0.0,0.0,true,9,0
1773219322000,64.1382090166667,-21.774218,3.0,0.0,0.0,true,10,0
1773219326000,64.1382090166667,-21.774218,4.0,0.0,0.0,true,11,0
1773219326000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,12,0
1773219328000,64.1382090166667,-21.774218,2.0,0.0,0.0,true,13,0
1773219330000,64.1382090166667,-21.774218,2.0,0.0,0.0,true,14,0
1773219330000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,15,0
1773219335000,64.1382090166667,-21.774218,5.0,0.0,0.0,true,16,0
1773219335000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,17,0
1773219339000,64.1382090166667,-21.774218,4.0,0.0,0.0,true,18,0
1773219341000,64.1382090166667,-21.774218,2.0,0.0,0.0,true,19,0
1773219341000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,20,0
1773219343000,64.1382090166667,-21.774218,2.0,0.0,0.0,true,21,0
1773219347000,64.1382090166667,-21.774218,4.0,0.0,0.0,true,22,0
1773219347000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,23,0
1773219347000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,24,0
1773219347000,64.1382090166667,-21.774218,0.0,0.0,0.0,true,25,0
1773219354000,64.1382090166667,-21.774218,7.0,0.0,0.0,true,26,0
1773219357000,64.1382090166667,-21.774218,3.0,0.0,0.0,true,27,0
1773219359000,64.1394155,-21.7721446666667,2.0,167.7,301.8,false,27,56.0
1773219359000,64.1394155,-21.7721446666667,0.0,0.0,0.0,true,1,0
1773219363000,64.1394155,-21.7721446666667,4.0,0.0,0.0,true,2,0
1773219365000,64.1394155,-21.7721446666667,2.0,0.0,0.0,true,3,0
1773219365000,64.1394155,-21.7721446666667,0.0,0.0,0.0,true,4,0
1773219365000,64.1394155,-21.7721446666667,0.0,0.0,0.0,true,5,0
1773219370000,64.1394155,-21.7721446666667,5.0,0.0,0.0,true,6,0
1773219372000,64.1394155,-21.7721446666667,2.0,0.0,0.0,true,7,0
1773219375000,64.1394155,-21.7721446666667,3.0,0.0,0.0,true,8,0
1773219375000,64.1394155,-21.7721446666667,0.0,0.0,0.0,true,9,0
1773219378000,64.1394155,-21.7721446666667,3.0,0.0,0.0,true,10,0
1773219381000,64.1394155,-21.7721446666667,3.0,0.0,0.0,true,11,0
1773219381000,64.1394155,-21.7721446666667,0.0,0.0,0.0,true,12,0
1773219383000,64.1394155,-21.7721446666667,2.0,0.0,0.0,true,13,0
1773219387000,64.1394155,-21.7721446666667,4.0,0.0,0.0,true,14,0
1773219387000,64.1394155,-21.7721446666667,0.0,0.0,0.0,true,15,0
1773219390000,64.1394155,-21.7721446666667,3.0,0.0,0.0,true,16,0
1773219390000,64.1394155,-21.7721446666667,0.0,0.0,0.0,true,17,0
1773219394000,64.1394155,-21.7721446666667,4.0,0.0,0.0,true,18,0
1773219396000,64.1394155,-21.7721446666667,2.0,0.0,0.0,true,19,0
1773219396000,64.1394155,-21.7721446666667,0.0,0.0,0.0,true,20,0
1773219398000,64.1449085,-21.7741166666667,2.0,618.2,1112.8,false,20,39.0
1773219402000,64.1449085,-21.7741166666667,4.0,0.0,0.0,true,1,0
1773219402000,64.1449085,-21.7741166666667,0.0,0.0,0.0,true,2,0
1773219409000,64.1449085,-21.7741166666667,7.0,0.0,0.0,true,3,0
1773219413000,64.1449085,-21.7741166666667,4.0,0.0,0.0,true,4,0
1773219413000,64.1449085,-21.7741166666667,0.0,0.0,0.0,true,5,0
1773219415000,64.1449085,-21.7741166666667,2.0,0.0,0.0,true,6,0
1773219418000,64.1449085,-21.7741166666667,3.0,0.0,0.0,true,7,0
1773219418000,64.1449085,-21.7741166666667,0.0,0.0,0.0,true,8,0
1773219422000,64.1449085,-21.7741166666667,4.0,0.0,0.0,true,9,0
1773219422000,64.1449085,-21.7741166666667,0.0,0.0,0.0,true,10,0
1773219424000,64.1449085,-21.7741166666667,2.0,0.0,0.0,true,11,0
1773219429000,64.1449085,-21.7741166666667,5.0,0.0,0.0,true,12,0
1773219429000,64.1449085,-21.7741166666667,0.0,0.0,0.0,true,13,0
1773219431000,64.1449085,-21.7741166666667,2.0,0.0,0.0,true,14,0
1773219434000,64.1449085,-21.7741166666667,3.0,0.0,0.0,true,15,0
1773219434000,64.1449085,-21.7741166666667,0.0,0.0,0.0,true,16,0
1773219438000,64.1449085,-21.7741166666667,4.0,0.0,0.0,true,17,0
1773219440000,64.1449085,-21.7741166666667,2.0,0.0,0.0,true,18,0
1773219440000,64.1449085,-21.7741166666667,0.0,0.0,0.0,true,19,0
1773219443000,64.1449085,-21.7741166666667,3.0,0.0,0.0,true,20,0
1773219445000,64.1449085,-21.7741166666667,2.0,0.0,0.0,true,21,0
1773219445000,64.1449085,-21.7741166666667,0.0,0.0,0.0,true,22,0
1773219451000,64.1463813333333,-21.7708988333333,6.0,226.2,135.7,false,22,53.0
1773219451000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,1,0
1773219453000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,2,0
1773219455000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,3,0
1773219455000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,4,0
1773219460000,64.1463813333333,-21.7708988333333,5.0,0.0,0.0,true,5,0
1773219460000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,6,0
1773219460000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,7,0
1773219465000,64.1463813333333,-21.7708988333333,5.0,0.0,0.0,true,8,0
1773219469000,64.1463813333333,-21.7708988333333,4.0,0.0,0.0,true,9,0
1773219469000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,10,0
1773219471000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,11,0
1773219474000,64.1463813333333,-21.7708988333333,3.0,0.0,0.0,true,12,0
1773219474000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,13,0
1773219474000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,14,0
1773219483000,64.1463813333333,-21.7708988333333,9.0,0.0,0.0,true,15,0
1773219483000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,16,0
1773219486000,64.1463813333333,-21.7708988333333,3.0,0.0,0.0,true,17,0
1773219488000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,18,0
1773219488000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,19,0
1773219490000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,20,0
1773219490000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,21,0
1773219493000,64.1463813333333,-21.7708988333333,3.0,0.0,0.0,true,22,0
1773219495000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,23,0
1773219499000,64.1463813333333,-21.7708988333333,4.0,0.0,0.0,true,24,0
1773219501000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,25,0
1773219501000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,26,0
1773219503000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,27,0
1773219507000,64.1463813333333,-21.7708988333333,4.0,0.0,0.0,true,28,0
1773219507000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,29,0
1773219507000,64.1463813333333,-21.7708988333333,0.0,0.0,0.0,true,30,0
1773219510000,64.1463813333333,-21.7708988333333,3.0,0.0,0.0,true,31,0
1773219515000,64.1463813333333,-21.7708988333333,5.0,0.0,0.0,true,32,0
1773219517000,64.1463813333333,-21.7708988333333,2.0,0.0,0.0,true,33,0
1773219520000,64.1463813333333,-21.7708988333333,3.0,0.0,0.0,true,34,0
1773219522000,64.1442230166667,-21.7747813333333,2.0,305.0,549.0,false,34,71.0
1773232395000,64.1402930666667,-21.806733,12873.0,1610.0,0.5,false,0,12873.0
1773232398000,64.1402930666667,-21.806733,3.0,0.0,0.0,true,1,0
1773232398000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,2,0
1773232400000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,3,0
1773232402000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,4,0
1773232402000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,5,0
1773232406000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,6,0
1773232408000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,7,0
1773232410000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,8,0
1773232410000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,9,0
1773232413000,64.1402930666667,-21.806733,3.0,0.0,0.0,true,10,0
1773232413000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,11,0
1773232417000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,12,0
1773232419000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,13,0
1773232423000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,14,0
1773232423000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,15,0
1773232425000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,16,0
1773232427000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,17,0
1773232431000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,18,0
1773232431000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,19,0
1773232433000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,20,0
1773232433000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,21,0
1773232435000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,22,0
1773232440000,64.1402930666667,-21.806733,5.0,0.0,0.0,true,23,0
1773232442000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,24,0
1773232446000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,25,0
1773232446000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,26,0
1773232446000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,27,0
1773232450000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,28,0
1773232452000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,29,0
1773232452000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,30,0
1773232454000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,31,0
1773232459000,64.1402930666667,-21.806733,5.0,0.0,0.0,true,32,0
1773232459000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,33,0
1773232461000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,34,0
1773232465000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,35,0
1773232465000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,36,0
1773232467000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,37,0
1773232471000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,38,0
1773232471000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,39,0
1773232473000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,40,0
1773232473000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,41,0
1773232478000,64.1402930666667,-21.806733,5.0,0.0,0.0,true,42,0
1773232478000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,43,0
1773232480000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,44,0
1773232484000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,45,0
1773232486000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,46,0
1773232486000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,47,0
1773232492000,64.1402930666667,-21.806733,6.0,0.0,0.0,true,48,0
1773232492000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,49,0
1773232494000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,50,0
1773232494000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,51,0
1773232497000,64.1402930666667,-21.806733,3.0,0.0,0.0,true,52,0
1773232501000,64.1402930666667,-21.806733,4.0,0.0,0.0,true,53,0
1773232503000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,54,0
1773232503000,64.1402930666667,-21.806733,0.0,0.0,0.0,true,55,0
1773232505000,64.1402930666667,-21.806733,2.0,0.0,0.0,true,56,0
